stamp,access_id,other_manager,investment_discretion,put_call,security_class,ssh_prn_amt_type,acceptance_stamp,market_value,ssh_prn_amt,voting_authority_sole,voting_authority_shared,voting_authority_none,cik,conformed_submission_type,conformed_period_of_report,filed_as_of_date,date_of_change,effectiveness_date,fiscal_year_end,close,is_shifted_price,id
2018-05-15 14:22:37,0001009215-18-000005,,SOLE,,STOCK,SH,2018-05-15 14:22:37,616000.0,10214.0,8763.0,0.0,1451.0,1009215,13F-HR,2018-03-31 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,,60.4,False,10971539.0
2018-07-31 11:53:52,0001140361-18-034460,,SOLE,,STOCK,SH,2018-07-31 11:53:52,2379000.0,115000.0,115000.0,0.0,0.0,1697539,13F-HR,2018-06-30 00:00:00,2018-07-31 00:00:00,2018-07-31 00:00:00,2018-07-31 00:00:00,1231.0,20.69,False,33942.0
2018-11-19 14:12:54,0000862469-18-000007,,SOLE,,STOCK,SH,2018-11-19 14:12:54,670000.0,13000.0,13000.0,0.0,0.0,862469,13F-HR,2018-09-30 00:00:00,2018-11-19 00:00:00,2018-11-19 00:00:00,2018-11-19 00:00:00,630.0,51.55,False,11142015.0
2018-11-14 12:08:00,0000902219-18-000536,6,DFND,,STOCK,SH,2018-11-14 12:08:00,535000.0,56899.0,0.0,0.0,56899.0,902219,13F-HR,2018-09-30 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,1231.0,9.41,False,11172389.0
2018-05-15 13:07:48,0001214659-18-003735,,SOLE,,STOCK,SH,2018-05-15 13:07:48,4907000.0,164403.0,164403.0,0.0,0.0,1674712,13F-HR,2018-03-31 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,1231.0,29.85,False,11152158.0
2018-10-15 09:42:04,0001597409-18-000004,,SOLE,,ADR,SH,2018-10-15 09:42:04,1988000.0,42140.0,0.0,0.0,0.0,1597409,13F-HR,2018-09-30 00:00:00,2018-10-15 00:00:00,2018-10-15 00:00:00,2018-10-15 00:00:00,1231.0,47.14,False,51367.0
2018-11-13 16:35:41,0001144204-18-059390,,SOLE,,ADR,SH,2018-11-13 16:35:41,484000.0,7524.0,3659.0,0.0,3865.0,1666612,13F-HR,2018-09-30 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,1231.0,64.39,False,76084.0
2018-02-14 17:59:26,0000945631-18-000006,,SOLE,,STOCK,SH,2018-02-14 17:59:26,414000.0,2700.0,2700.0,0.0,0.0,945631,13F-HR,2017-12-31 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,,153.42,False,36799.0
2018-05-15 13:06:38,0000950123-18-005610,01,DFND,,STOCK,SH,2018-05-15 13:06:38,1137000.0,48095.0,48095.0,0.0,0.0,102909,13F-HR,2018-03-31 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,1231.0,23.65,False,1910.0
2018-11-14 15:57:18,0001493152-18-016044,5,DFND,,STOCK,SH,2018-11-14 15:57:18,82000.0,3328.0,0.0,0.0,3328.0,1029730,13F-HR,2018-09-30 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,1231.0,24.52,False,22919.0
2018-08-13 15:57:09,0001144204-18-043983,,SOLE,,,SH,2018-08-13 15:57:09,646000.0,12151.0,0.0,0.0,12151.0,1697815,13F-HR,2018-06-30 00:00:00,2018-08-13 00:00:00,2018-08-13 00:00:00,2018-08-13 00:00:00,1231.0,53.16,False,11014149.0
2018-11-14 15:57:18,0001493152-18-016044,3,DFND,,STOCK,SH,2018-11-14 15:57:18,149000.0,1597.0,0.0,0.0,1597.0,1029730,13F-HR,2018-09-30 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,1231.0,93.45,False,78702.0
2018-01-19 23:00:00,0001370102-18-000003,,SOLE,,STOCK,SH,2018-01-18 18:26:05,658000.0,3100.0,3100.0,0.0,0.0,1370102,13F-HR,2017-12-31 00:00:00,2018-01-19 00:00:00,2018-01-18 00:00:00,2018-01-19 00:00:00,630.0,212.47,False,78760.0
2018-05-09 15:46:07,0001256484-18-000012,"01,08",DFND,,STOCK,SH,2018-05-09 15:46:07,5740000.0,124406.0,124406.0,0.0,0.0,73124,13F-HR,2018-03-31 00:00:00,2018-05-09 00:00:00,2018-05-09 00:00:00,2018-05-09 00:00:00,1231.0,46.14,False,11108910.0
2018-02-09 14:52:16,0001086364-18-000003,21.0,SOLE,,STOCK,SH,2018-02-09 14:52:16,1000.0,7526.0,7526.0,0.0,0.0,1364742,13F-HR,2017-12-31 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,1231.0,0.15,False,11009913.0
2018-11-14 17:14:47,0001145443-18-000743,"1,2",DFND,,STOCK,SH,2018-11-14 17:14:47,289000.0,12056.0,12056.0,0.0,0.0,928047,13F-HR,2018-09-30 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,1231.0,23.95,False,11123650.0
2018-02-13 11:52:56,0001683168-18-000387,,SOLE,,STOCK,SH,2018-02-13 11:52:56,17000.0,467.0,467.0,0.0,0.0,1377167,13F-HR,2017-12-31 00:00:00,2018-02-13 00:00:00,2018-02-13 00:00:00,2018-02-13 00:00:00,930.0,33.28,False,11517.0
2018-08-09 12:14:51,0001567890-18-000004,,SOLE,,STOCK,SH,2018-08-09 12:14:51,421000.0,6168.0,0.0,0.0,6168.0,1567890,13F-HR,2018-06-30 00:00:00,2018-08-09 00:00:00,2018-08-09 00:00:00,2018-08-09 00:00:00,1231.0,68.29,False,73861.0
2018-04-20 11:44:00,0001134687-18-000003,,SOLE,,STOCK,SH,2018-04-20 11:44:00,59000.0,800.0,800.0,0.0,0.0,1134687,13F-HR,2018-03-31 00:00:00,2018-04-20 00:00:00,2018-04-20 00:00:00,2018-04-20 00:00:00,630.0,73.13,False,12006.0
2018-02-14 11:05:45,0001085146-18-000767,,SOLE,,STOCK,SH,2018-02-14 11:05:45,5022000.0,84283.0,84283.0,0.0,0.0,1665241,13F-HR,2017-12-31 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,1231.0,59.58,False,4760.0
2018-02-12 09:50:15,0000831001-18-000008,"14,18,19,27",DFND,,,SH,2018-02-12 09:50:15,66814000.0,2564827.0,2564827.0,0.0,0.0,831001,13F-HR,2017-12-31 00:00:00,2018-02-12 00:00:00,2018-02-12 00:00:00,2018-02-12 00:00:00,1231.0,26.05,False,11019902.0
2018-11-14 15:24:33,0000846797-18-000004,02,DFND,,STOCK,SH,2018-11-14 15:24:33,2639000.0,28148.0,22617.0,0.0,5531.0,846797,13F-HR,2018-09-30 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,1231.0,93.77,False,11997.0
2018-11-13 06:42:37,0001567619-18-005614,13,DFND,,STOCK,SH,2018-11-13 06:42:37,5000.0,756.0,756.0,0.0,0.0,824468,13F-HR,2018-09-30 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,,6.38,False,22349.0
2018-08-14 15:59:58,0001447387-18-000015,,SOLE,,,SH,2018-08-14 15:59:58,1158000.0,10570.0,10570.0,0.0,0.0,1058854,13F-HR/A,2018-06-30 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,1231.0,109.55,False,11167035.0
2018-02-14 16:58:12,0001140361-18-008283,43,DFND,,,SH,2018-02-14 16:58:12,17497000.0,354908.0,0.0,0.0,354908.0,70858,13F-HR,2017-12-31 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,1231.0,49.3,False,68839.0
2018-08-14 13:04:10,0000019617-18-000153,8,DFND,,STOCK,SH,2018-08-14 13:04:10,140302000.0,2015257.0,1992694.0,22563.0,0.0,19617,13F-HR,2018-06-30 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,1231.0,69.62,False,159612.0
2018-02-02 14:07:20,0001398344-18-001457,,DFND,,STOCK,SH,2018-02-02 14:07:20,18000.0,5709.0,0.0,5709.0,0.0,809443,13F-HR,2017-12-31 00:00:00,2018-02-02 00:00:00,2018-02-02 00:00:00,2018-02-02 00:00:00,1231.0,3.11,False,29981.0
2018-05-14 16:07:41,0000895421-18-000422,03,DFND,,STOCK,SH,2018-05-14 16:07:41,3235000.0,60401.0,60401.0,0.0,0.0,895421,13F-HR,2018-03-31 00:00:00,2018-05-14 00:00:00,2018-05-14 00:00:00,2018-05-14 00:00:00,1231.0,53.56,False,73300.0
2018-01-22 15:59:11,0001172661-18-000189,,SOLE,,,SH,2018-01-22 15:59:11,25929000.0,160172.0,160172.0,0.0,0.0,1695908,13F-HR,2017-12-31 00:00:00,2018-01-22 00:00:00,2018-01-22 00:00:00,2018-01-22 00:00:00,1231.0,160.85,False,79641.0
2018-07-10 11:21:24,0001144204-18-037772,,SOLE,,STOCK,SH,2018-07-10 11:21:24,294000.0,2168.0,0.0,0.0,2168.0,1695344,13F-HR,2018-06-30 00:00:00,2018-07-10 00:00:00,2018-07-10 00:00:00,2018-07-10 00:00:00,,135.67,False,12762.0
2018-02-07 16:50:51,0001315863-18-000127,,SOLE,,STOCK,SH,2018-02-07 16:50:51,3637000.0,47131.0,47131.0,0.0,0.0,1166152,13F-HR,2017-12-31 00:00:00,2018-02-07 00:00:00,2018-02-07 00:00:00,2018-02-07 00:00:00,1231.0,77.17,False,8876.0
2018-04-30 11:10:07,0001140361-18-020396,,DFND,,STOCK,SH,2018-04-30 11:10:07,642000.0,5192.0,1767.0,0.0,3425.0,902464,13F-HR,2018-03-31 00:00:00,2018-04-30 00:00:00,2018-04-30 00:00:00,2018-04-30 00:00:00,1231.0,123.58,False,11156296.0
2018-11-01 10:42:18,0000950123-18-010410,,SOLE,,STOCK,SH,2018-11-01 10:42:18,2440000.0,20697.0,20697.0,0.0,0.0,1115941,13F-HR,2018-09-30 00:00:00,2018-11-01 00:00:00,2018-11-01 00:00:00,2018-11-01 00:00:00,,117.9,False,78420.0
2018-09-18 14:19:38,0001256484-18-000017,"01,08",OTR,,STOCK,SH,2018-09-18 14:19:38,1613000.0,38798.0,0.0,38798.0,0.0,73124,13F-HR/A,2018-06-30 00:00:00,2018-09-18 00:00:00,2018-09-18 00:00:00,2018-09-18 00:00:00,1231.0,41.57,False,17729.0
2018-05-14 16:50:10,0001037389-18-000211,0,SOLE,,STOCK,SH,2018-05-14 16:50:10,38896000.0,630500.0,630500.0,0.0,0.0,1037389,13F-HR,2018-03-31 00:00:00,2018-05-14 00:00:00,2018-05-14 00:00:00,2018-05-14 00:00:00,1231.0,61.69,False,49979.0
2018-08-14 11:44:59,0000312069-18-000044,9,SOLE,,,SH,2018-08-14 11:44:59,27000.0,402.0,402.0,0.0,0.0,312069,13F-HR,2018-06-30 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,1231.0,68.04,False,47444.0
2018-11-14 10:38:23,0001012975-18-001219,,SOLE,,STOCK,SH,2018-11-14 10:38:23,7366000.0,67502.0,67502.0,0.0,0.0,1232395,13F-HR,2018-09-30 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,,109.13,False,53608.0
2018-11-14 09:41:14,0001172661-18-002062,,SOLE,,STOCK,SH,2018-11-14 09:41:14,375000.0,3800.0,3800.0,0.0,0.0,1335325,13F-HR,2018-09-30 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,1231.0,98.7,False,3659.0
2018-05-04 16:46:16,0000009015-18-000016,3,DFND,,STOCK,SH,2018-05-04 16:46:16,446000.0,6218.0,6218.0,0.0,0.0,9015,13F-HR,2018-03-31 00:00:00,2018-05-04 00:00:00,2018-05-04 00:00:00,2018-05-04 00:00:00,1231.0,71.68,False,15223.0
2018-05-14 11:44:26,0001532155-18-000135,"1,2,3,4",DFND,,,SH,2018-05-14 11:44:26,5400000.0,228320.0,187530.0,0.0,40790.0,1109448,13F-HR,2018-03-31 00:00:00,2018-05-14 00:00:00,2018-05-14 00:00:00,2018-05-14 00:00:00,1231.0,23.65,False,35232.0
2018-11-09 17:05:54,0001683168-18-003338,,SOLE,,STOCK,SH,2018-11-09 17:05:54,100000.0,4659.0,0.0,0.0,4659.0,1633673,13F-HR,2018-09-30 00:00:00,2018-11-09 00:00:00,2018-11-09 00:00:00,2018-11-09 00:00:00,1231.0,21.46,False,29868.0
2018-05-03 16:49:05,0000748054-18-000007,1,DFND,,STOCK,SH,2018-05-03 16:49:05,2618000.0,90630.0,90630.0,0.0,0.0,748054,13F-HR,2018-03-31 00:00:00,2018-05-03 00:00:00,2018-05-03 00:00:00,2018-05-03 00:00:00,1231.0,28.89,False,30197.0
2018-10-30 13:24:19,0001567619-18-004760,1,DFND,,STOCK,SH,2018-10-30 13:24:19,271000.0,1323.0,1323.0,0.0,0.0,916542,13F-HR,2018-09-30 00:00:00,2018-10-30 00:00:00,2018-10-30 00:00:00,2018-10-30 00:00:00,1231.0,204.72,False,29627.0
2018-11-14 11:32:35,0000312069-18-000061,1,SOLE,,STOCK,SH,2018-11-14 11:32:35,57000.0,2263.0,2263.0,0.0,0.0,312069,13F-HR,2018-09-30 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,1231.0,24.96,False,11174101.0
2018-02-14 12:50:51,0001681115-18-000001,1,DFND,,STOCK,SH,2018-02-14 12:50:51,0.0,100.0,0.0,0.0,100.0,1681115,13F-HR,2017-12-31 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,1231.0,2.13,False,11149494.0
2018-05-15 13:55:45,0000009631-18-000030,3,DFND,,STOCK,SH,2018-05-15 13:55:45,595000.0,8827.0,8827.0,0.0,0.0,9631,13F-HR,2018-03-31 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,1031.0,67.5,False,14360.0
2018-08-14 15:50:21,0000895421-18-000508,11,DFND,,STOCK,SH,2018-08-14 15:50:21,0.0,1.0,1.0,0.0,0.0,895421,13F-HR,2018-06-30 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,1231.0,6.33,False,84670.0
2018-04-30 15:32:11,0001398344-18-006306,,SOLE,,STOCK,SH,2018-04-30 15:32:11,3451000.0,65555.0,46855.0,0.0,18700.0,1568555,13F-HR,2018-03-31 00:00:00,2018-04-30 00:00:00,2018-04-30 00:00:00,2018-04-30 00:00:00,,52.65,False,196592.0
2018-11-13 16:09:10,0000720672-18-000084,5,DFND,,,SH,2018-11-13 16:09:10,85000.0,4055.0,4055.0,0.0,0.0,720672,13F-HR,2018-09-30 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,1231.0,20.84,False,11070021.0
2018-05-15 13:42:15,0001140361-18-023764,5,DFND,,STOCK,SH,2018-05-15 13:42:15,3150000.0,27348.0,23243.0,4105.0,0.0,1000275,13F-HR,2018-03-31 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,1031.0,115.17,False,75548.0
2018-11-05 10:46:06,0001329948-18-000004,0,SOLE,,STOCK,SH,2018-11-05 10:46:06,36048000.0,580670.0,0.0,580670.0,0.0,1329948,13F-HR,2018-09-30 00:00:00,2018-11-05 00:00:00,2018-11-05 00:00:00,2018-11-05 00:00:00,,62.08,False,10463.0
2018-11-14 09:32:02,0001706028-18-000008,,SOLE,,STOCK,SH,2018-11-14 09:32:02,263000.0,7000.0,0.0,0.0,7000.0,1706028,13F-HR,2018-09-30 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,1231.0,37.65,False,11185218.0
2018-05-07 16:38:47,0001584686-18-000002,,SOLE,,STOCK,SH,2018-05-07 16:38:47,383000.0,5272.0,5272.0,0.0,0.0,1584686,13F-HR,2018-03-31 00:00:00,2018-05-07 00:00:00,2018-05-07 00:00:00,2018-05-07 00:00:00,630.0,72.67,False,52517.0
2018-08-14 14:52:55,0000769993-18-000450,1,DFND,Put,STOCK,SH,2018-08-14 14:52:55,2109000.0,58100.0,58100.0,0.0,0.0,886982,13F-HR,2018-06-30 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,1231.0,36.3,False,10965319.0
2018-11-07 16:29:08,0001534270-18-000006,0,SOLE,,,SH,2018-11-07 16:29:08,45000.0,1099.0,1099.0,0.0,0.0,1534270,13F-HR,2018-09-30 00:00:00,2018-11-07 00:00:00,2018-11-07 00:00:00,2018-11-07 00:00:00,1231.0,41.73,False,10985838.0
2018-11-09 14:00:27,0001144204-18-058643,1,SOLE,,STOCK,SH,2018-11-09 14:00:27,90000.0,4601.0,4601.0,0.0,0.0,5272,13F-HR,2018-09-30 00:00:00,2018-11-09 00:00:00,2018-11-09 00:00:00,2018-11-09 00:00:00,1231.0,19.65,False,52059.0
2018-05-15 10:21:17,0000948046-18-000068,287,DFND,,STOCK,SH,2018-05-15 10:21:17,546000.0,6571.0,6571.0,0.0,0.0,948046,13F-HR,2018-03-31 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,,83.24,False,73803.0
2018-01-29 13:38:13,0001389256-18-000002,,SOLE,,STOCK,SH,2018-01-29 13:38:13,1951000.0,12600.0,12600.0,0.0,0.0,1389256,13F-HR,2017-12-31 00:00:00,2018-01-29 00:00:00,2018-01-29 00:00:00,2018-01-29 00:00:00,1231.0,154.84,False,73018.0
2018-08-10 12:39:36,0001534270-18-000005,0,SOLE,Call,,SH,2018-08-10 12:39:36,13000.0,74500.0,74500.0,0.0,0.0,1534270,13F-HR,2018-06-30 00:00:00,2018-08-10 00:00:00,2018-08-10 00:00:00,2018-08-10 00:00:00,1231.0,34.14,False,11037420.0
2018-02-12 10:19:20,0000315066-18-000985,"1,5",DFND,,STOCK,SH,2018-02-12 10:19:20,1093423000.0,20384475.0,412806.0,0.0,19971669.0,315066,13F-HR,2017-12-31 00:00:00,2018-02-12 00:00:00,2018-02-12 00:00:00,2018-02-12 00:00:00,1231.0,53.64,False,5678.0
2018-04-19 23:00:00,0001532520-18-000002,0,SOLE,,STOCK,SH,2018-04-18 19:19:13,1000.0,13.0,0.0,0.0,1.0,1532520,13F-HR,2018-03-31 00:00:00,2018-04-19 00:00:00,2018-04-18 00:00:00,2018-04-19 00:00:00,1231.0,38.84,False,68434.0
2018-02-13 11:52:56,0001683168-18-000387,,SOLE,,ETF,SH,2018-02-13 11:52:56,24000.0,987.0,986.0,0.0,0.0,1377167,13F-HR,2017-12-31 00:00:00,2018-02-13 00:00:00,2018-02-13 00:00:00,2018-02-13 00:00:00,930.0,25.03,False,11145840.0
2018-03-14 16:53:43,0001140361-18-013464,04,DFND,,,SH,2018-03-14 16:53:43,8000.0,1357.0,1357.0,0.0,0.0,824468,13F-HR/A,2017-12-31 00:00:00,2018-03-14 00:00:00,2018-03-14 00:00:00,2018-03-14 00:00:00,,5.68,False,37359.0
2018-02-09 16:50:14,0000950123-18-001276,1,DFND,Call,STOCK,SH,2018-02-09 16:50:14,642938000.0,2065000.0,2065000.0,0.0,0.0,1423053,13F-HR,2017-12-31 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,1231.0,311.35,False,10963872.0
2018-05-07 11:31:19,0001598340-18-000002,,SOLE,,STOCK,SH,2018-05-07 11:31:19,871000.0,8627.0,8627.0,0.0,0.0,1598340,13F-HR,2018-03-31 00:00:00,2018-05-07 00:00:00,2018-05-07 00:00:00,2018-05-07 00:00:00,1231.0,101.0,False,78420.0
2018-11-02 17:04:56,0001172661-18-001932,,SOLE,,STOCK,SH,2018-11-02 17:04:56,1278000.0,17109.0,15796.0,0.0,1313.0,1021926,13F-HR,2018-09-30 00:00:00,2018-11-02 00:00:00,2018-11-02 00:00:00,2018-11-02 00:00:00,,74.67,False,12498.0
2018-01-16 16:16:13,0000950123-18-000228,04,DFND,,STOCK,SH,2018-01-16 16:16:13,2000.0,102.0,102.0,0.0,0.0,927971,13F-HR,2017-12-31 00:00:00,2018-01-16 00:00:00,2018-01-16 00:00:00,,1031.0,20.95,False,19915.0
2018-02-05 23:00:00,0001626494-18-000003,,SOLE,,STOCK,SH,2018-02-02 17:34:20,1433000.0,8500.0,8500.0,0.0,0.0,1626494,13F-HR,2017-12-31 00:00:00,2018-02-05 00:00:00,2018-02-02 00:00:00,2018-02-05 00:00:00,1231.0,168.64,False,81951.0
2018-02-09 14:52:16,0001086364-18-000003,26.0,SOLE,,STOCK,SH,2018-02-09 14:52:16,23000.0,3049.0,0.0,0.0,3049.0,1364742,13F-HR,2017-12-31 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,1231.0,7.57,False,11136786.0
2018-05-15 13:06:38,0000950123-18-005610,,SOLE,,STOCK,SH,2018-05-15 13:06:38,902006000.0,322145.0,1160.0,0.0,320985.0,102909,13F-HR,2018-03-31 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,1231.0,2800.0,False,49121.0
2018-01-19 08:30:26,0001597409-18-000001,,SOLE,,STOCK,SH,2018-01-19 08:30:26,34926.0,380.0,0.0,0.0,0.0,1597409,13F-HR,2017-12-31 00:00:00,2018-01-19 00:00:00,2018-01-19 00:00:00,2018-01-19 00:00:00,1231.0,91.91,True,78786.0
2018-05-02 11:56:56,0001588539-18-000002,,OTR,,STOCK,SH,2018-05-02 11:56:56,1000.0,14.0,0.0,0.0,14.0,1588539,13F-HR,2018-03-31 00:00:00,2018-05-02 00:00:00,2018-05-02 00:00:00,2018-05-02 00:00:00,1231.0,84.8,False,11141457.0
2018-05-10 23:00:00,0001569118-18-000008,,SOLE,,STOCK,SH,2018-05-09 17:53:09,92000.0,1400.0,0.0,0.0,1400.0,1569118,13F-HR/A,2018-03-31 00:00:00,2018-05-10 00:00:00,2018-05-09 00:00:00,2018-05-10 00:00:00,1231.0,65.47,False,80738.0
2018-08-14 13:00:03,0000919574-18-005566,1,DFND,,STOCK,SH,2018-08-14 13:00:03,52956000.0,5884031.0,5884031.0,0.0,0.0,1421306,13F-HR,2018-06-30 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,1231.0,9.0,False,39688.0
2018-02-05 15:54:38,0000872162-18-000002,,SOLE,,STOCK,SH,2018-02-05 15:54:38,1356000.0,65700.0,65700.0,0.0,0.0,872162,13F-HR,2017-12-31 00:00:00,2018-02-05 00:00:00,2018-02-05 00:00:00,2018-02-05 00:00:00,,20.64,False,56236.0
2018-08-14 11:19:28,0001567619-18-000819,1,DFND,,STOCK,SH,2018-08-14 11:19:28,1000.0,21.0,21.0,0.0,0.0,1501436,13F-HR,2018-06-30 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,,54.8,False,10925285.0
2018-11-05 13:02:24,0001691766-18-000002,,SOLE,,STOCK,SH,2018-11-05 13:02:24,163000.0,3466.0,451.0,0.0,3015.0,1691766,13F-HR,2018-09-30 00:00:00,2018-11-05 00:00:00,2018-11-05 00:00:00,2018-11-05 00:00:00,,48.24,False,11164860.0
2018-11-13 17:18:34,0000950123-18-011392,2,DFND,,STOCK,SH,2018-11-13 17:18:34,7244000.0,115800.0,115800.0,0.0,0.0,1423053,13F-HR,2018-09-30 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,1231.0,62.56,False,11140099.0
2018-11-13 16:36:48,0000860748-18-000146,2,DFND,,,SH,2018-11-13 16:36:48,18160000.0,62038.0,62038.0,0.0,0.0,860748,13F-HR,2018-09-30 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,1231.0,292.73,False,37555.0
2018-07-13 08:52:51,0001085146-18-001684,,SOLE,,STOCK,SH,2018-07-13 08:52:51,1314000.0,5522.0,0.0,0.0,5522.0,1535865,13F-HR,2018-06-30 00:00:00,2018-07-13 00:00:00,2018-07-13 00:00:00,2018-07-13 00:00:00,1231.0,238.03,False,81175.0
2018-08-14 17:11:36,0001691766-18-000001,,SOLE,,,SH,2018-08-14 17:11:36,1000.0,40.0,0.0,0.0,40.0,1691766,13F-HR,2018-06-30 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,,35.42,False,306529.0
2018-11-14 13:02:42,0001567619-18-006115,06,DFND,,STOCK,SH,2018-11-14 13:02:42,33000.0,516.0,0.0,516.0,0.0,70858,13F-HR,2018-09-30 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,1231.0,64.45,False,330823.0
2018-08-08 12:57:21,0000950123-18-007614,2,DFND,,STOCK,SH,2018-08-08 12:57:21,34000.0,323.0,119.0,0.0,204.0,1506294,13F-HR,2018-06-30 00:00:00,2018-08-08 00:00:00,2018-08-08 00:00:00,2018-08-08 00:00:00,1231.0,105.34,False,39655.0
2018-02-20 16:09:21,0001214659-18-001384,,SOLE,,STOCK,SH,2018-02-20 16:09:21,10838000.0,253261.0,232895.0,0.0,20366.0,1407543,13F-HR,2017-12-31 00:00:00,2018-02-20 00:00:00,2018-02-20 00:00:00,2018-02-20 00:00:00,1231.0,42.8,False,39943.0
2018-08-15 11:11:33,0000934999-18-000008,,SOLE,,STOCK,SH,2018-08-15 11:11:33,640000.0,7545.0,7545.0,0.0,0.0,934999,13F-HR,2018-06-30 00:00:00,2018-08-15 00:00:00,2018-08-15 00:00:00,2018-08-15 00:00:00,1231.0,84.85,False,43881.0
2018-05-14 14:44:22,0001144204-18-028076,,SOLE,,STOCK,SH,2018-05-14 14:44:22,1769000.0,114107.0,17223.0,0.0,96884.0,1510989,13F-HR,2018-03-31 00:00:00,2018-05-14 00:00:00,2018-05-14 00:00:00,2018-05-14 00:00:00,1231.0,15.5,False,29015.0
2018-05-02 15:11:49,0001628280-18-005677,,SOLE,,STOCK,SH,2018-05-02 15:11:49,9396000.0,119271.0,119271.0,0.0,0.0,1432354,13F-HR,2018-03-31 00:00:00,2018-05-02 00:00:00,2018-05-02 00:00:00,2018-05-02 00:00:00,,78.78,False,24025.0
2018-08-09 23:00:00,0001306333-18-000006,0,DFND,,STOCK,SH,2018-08-08 18:23:39,63000.0,1949.0,1949.0,0.0,0.0,1306333,13F-HR,2018-06-30 00:00:00,2018-08-09 00:00:00,2018-08-08 00:00:00,2018-08-09 00:00:00,1231.0,32.11,False,1477.0
2018-11-01 23:00:00,0000036104-18-000030,1,OTR,,STOCK,SH,2018-10-31 17:36:00,40000.0,656.0,0.0,656.0,0.0,36104,13F-HR,2018-09-30 00:00:00,2018-11-01 00:00:00,2018-10-31 00:00:00,2018-11-01 00:00:00,1231.0,60.55,False,11130321.0
2018-05-15 13:42:15,0001140361-18-023764,15,DFND,,STOCK,SH,2018-05-15 13:42:15,3000.0,55.0,55.0,0.0,0.0,1000275,13F-HR,2018-03-31 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,1031.0,50.55,False,17418.0
2018-02-09 14:52:16,0001086364-18-000003,4.0,SOLE,,STOCK,SH,2018-02-09 14:52:16,14000.0,140.0,140.0,0.0,0.0,1364742,13F-HR,2017-12-31 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,1231.0,103.0,False,11022055.0
